Latitude,Longitude,Date,StartTime,EndTime,Amount
57.149472,-2.097698,24/04/2020,00:00,00:15,20
57.149472,-2.097698,24/04/2020,00:15,00:30,20
57.149472,-2.097698,24/04/2020,00:30,00:45,12
57.149472,-2.097698,24/04/2020,00:45,01:00,16
57.149472,-2.097698,24/04/2020,01:00,01:15,12
57.149472,-2.097698,24/04/2020,01:15,01:30,20
57.149472,-2.097698,24/04/2020,01:30,01:45,16
57.149472,-2.097698,24/04/2020,01:45,02:00,4
57.149472,-2.097698,24/04/2020,02:00,02:15,16
57.149472,-2.097698,24/04/2020,02:15,02:30,16
57.149472,-2.097698,24/04/2020,02:30,02:45,16
57.149472,-2.097698,24/04/2020,02:45,03:00,16
57.149472,-2.097698,24/04/2020,03:00,03:15,20
57.149472,-2.097698,24/04/2020,03:15,03:30,12
57.149472,-2.097698,24/04/2020,03:30,03:45,12
57.149472,-2.097698,24/04/2020,03:45,04:00,8
57.149472,-2.097698,24/04/2020,04:00,04:15,8
57.149472,-2.097698,24/04/2020,04:15,04:30,12
57.149472,-2.097698,24/04/2020,04:30,04:45,24
57.149472,-2.097698,24/04/2020,04:45,05:00,4
57.149472,-2.097698,24/04/2020,05:00,05:15,16
57.149472,-2.097698,24/04/2020,05:15,05:30,36
57.149472,-2.097698,24/04/2020,05:30,05:45,32
57.149472,-2.097698,24/04/2020,05:45,06:00,48
57.149472,-2.097698,24/04/2020,06:00,06:15,44
57.149472,-2.097698,24/04/2020,06:15,06:30,52
57.149472,-2.097698,24/04/2020,06:30,06:45,108
57.149472,-2.097698,24/04/2020,06:45,07:00,116
57.149472,-2.097698,24/04/2020,07:00,07:15,96
57.149472,-2.097698,24/04/2020,07:15,07:30,108
57.149472,-2.097698,24/04/2020,07:30,07:45,124
57.149472,-2.097698,24/04/2020,07:45,08:00,136
57.149472,-2.097698,24/04/2020,08:00,08:15,176
57.149472,-2.097698,24/04/2020,08:15,08:30,176
57.149472,-2.097698,24/04/2020,08:30,08:45,160
57.149472,-2.097698,24/04/2020,08:45,09:00,152
57.149472,-2.097698,24/04/2020,09:00,09:15,164
57.149472,-2.097698,24/04/2020,09:15,09:30,116
57.149472,-2.097698,24/04/2020,09:30,09:45,144
57.149472,-2.097698,24/04/2020,09:45,10:00,200
57.149472,-2.097698,24/04/2020,10:00,10:15,192
57.149472,-2.097698,24/04/2020,10:15,10:30,136
57.149472,-2.097698,24/04/2020,10:30,10:45,292
57.149472,-2.097698,24/04/2020,10:45,11:00,188
57.149472,-2.097698,24/04/2020,11:00,11:15,268
57.149472,-2.097698,24/04/2020,11:15,11:30,172
57.149472,-2.097698,24/04/2020,11:30,11:45,216
57.149472,-2.097698,24/04/2020,11:45,12:00,224
57.149472,-2.097698,24/04/2020,12:00,12:15,260
57.149472,-2.097698,24/04/2020,12:15,12:30,296
57.149472,-2.097698,24/04/2020,12:30,12:45,248
57.149472,-2.097698,24/04/2020,12:45,13:00,276
57.149472,-2.097698,24/04/2020,13:00,13:15,240
57.149472,-2.097698,24/04/2020,13:15,13:30,248
57.149472,-2.097698,24/04/2020,13:30,13:45,256
57.149472,-2.097698,24/04/2020,13:45,14:00,276
57.149472,-2.097698,24/04/2020,14:00,14:15,260
57.149472,-2.097698,24/04/2020,14:15,14:30,312
57.149472,-2.097698,24/04/2020,14:30,14:45,268
57.149472,-2.097698,24/04/2020,14:45,15:00,272
57.149472,-2.097698,24/04/2020,15:00,15:15,232
57.149472,-2.097698,24/04/2020,15:15,15:30,236
57.149472,-2.097698,24/04/2020,15:30,15:45,280
57.149472,-2.097698,24/04/2020,15:45,16:00,272
57.149472,-2.097698,24/04/2020,16:00,16:15,264
57.149472,-2.097698,24/04/2020,16:15,16:30,312
57.149472,-2.097698,24/04/2020,16:30,16:45,264
57.149472,-2.097698,24/04/2020,16:45,17:00,188
57.149472,-2.097698,24/04/2020,17:00,17:15,328
57.149472,-2.097698,24/04/2020,17:15,17:30,260
57.149472,-2.097698,24/04/2020,17:30,17:45,240
57.149472,-2.097698,24/04/2020,17:45,18:00,204
57.149472,-2.097698,24/04/2020,18:00,18:15,260
57.149472,-2.097698,24/04/2020,18:15,18:30,220
57.149472,-2.097698,24/04/2020,18:30,18:45,172
57.149472,-2.097698,24/04/2020,18:45,19:00,152
57.149472,-2.097698,24/04/2020,19:00,19:15,148
57.149472,-2.097698,24/04/2020,19:15,19:30,136
57.149472,-2.097698,24/04/2020,19:30,19:45,180
57.149472,-2.097698,24/04/2020,19:45,20:00,160
57.149472,-2.097698,24/04/2020,20:00,20:15,176
57.149472,-2.097698,24/04/2020,20:15,20:30,88
57.149472,-2.097698,24/04/2020,20:30,20:45,128
57.149472,-2.097698,24/04/2020,20:45,21:00,108
57.149472,-2.097698,24/04/2020,21:00,21:15,96
57.149472,-2.097698,24/04/2020,21:15,21:30,96
57.149472,-2.097698,24/04/2020,21:30,21:45,144
57.149472,-2.097698,24/04/2020,21:45,22:00,120
57.149472,-2.097698,24/04/2020,22:00,22:15,64
57.149472,-2.097698,24/04/2020,22:15,22:30,88
57.149472,-2.097698,24/04/2020,22:30,22:45,124
57.149472,-2.097698,24/04/2020,22:45,23:00,68
57.149472,-2.097698,24/04/2020,23:00,23:15,56
57.149472,-2.097698,24/04/2020,23:15,23:30,68
57.149472,-2.097698,24/04/2020,23:30,23:45,60
57.149472,-2.097698,24/04/2020,23:45,24:00:00,40
57.149472,-2.097698,25/04/2020,00:00,00:15,28
57.149472,-2.097698,25/04/2020,00:15,00:30,60
57.149472,-2.097698,25/04/2020,00:30,00:45,24
57.149472,-2.097698,25/04/2020,00:45,01:00,20
57.149472,-2.097698,25/04/2020,01:00,01:15,36
57.149472,-2.097698,25/04/2020,01:15,01:30,4
57.149472,-2.097698,25/04/2020,01:30,01:45,12
57.149472,-2.097698,25/04/2020,01:45,02:00,4
57.149472,-2.097698,25/04/2020,02:00,02:15,28
57.149472,-2.097698,25/04/2020,02:15,02:30,28
57.149472,-2.097698,25/04/2020,02:30,02:45,8
57.149472,-2.097698,25/04/2020,02:45,03:00,8
57.149472,-2.097698,25/04/2020,03:00,03:15,16
57.149472,-2.097698,25/04/2020,03:15,03:30,8
57.149472,-2.097698,25/04/2020,03:30,03:45,16
57.149472,-2.097698,25/04/2020,03:45,04:00,12
57.149472,-2.097698,25/04/2020,04:00,04:15,20
57.149472,-2.097698,25/04/2020,04:15,04:30,8
57.149472,-2.097698,25/04/2020,04:30,04:45,16
57.149472,-2.097698,25/04/2020,04:45,05:00,4
57.149472,-2.097698,25/04/2020,05:00,05:15,8
57.149472,-2.097698,25/04/2020,05:15,05:30,20
57.149472,-2.097698,25/04/2020,05:30,05:45,16
57.149472,-2.097698,25/04/2020,05:45,06:00,32
57.149472,-2.097698,25/04/2020,06:00,06:15,32
57.149472,-2.097698,25/04/2020,06:15,06:30,24
57.149472,-2.097698,25/04/2020,06:30,06:45,56
57.149472,-2.097698,25/04/2020,06:45,07:00,40
57.149472,-2.097698,25/04/2020,07:00,07:15,48
57.149472,-2.097698,25/04/2020,07:15,07:30,60
57.149472,-2.097698,25/04/2020,07:30,07:45,64
57.149472,-2.097698,25/04/2020,07:45,08:00,88
57.149472,-2.097698,25/04/2020,08:00,08:15,92
